object_id,address,type,area,rooms,floor,build_year,cadastral_number,owner_ids
1605,"п. Орехово-Зуево, наб. Российская, д. 31, 977367",дом,74.1,7,8,2015,95:50:3220569:69,1
1606,"ст. Красноярск, алл. Фрунзе, д. 55 к. 9/8, 965715",дом,200.5,4,7,2007,19:95:5978272:49,294
1607,"п. Томск, бул. Московский, д. 19 стр. 94, 424796",коммерческое,481.4,10,11,1956,28:60:5932778:75,26
1608,"клх Белогорск (Амур.), наб. Зеленая, д. 865 стр. 77, 426622",дом,152.2,1,8,2007,36:97:5196416:23,49
1609,"д. Елатьма, алл. Коммуны, д. 20, 015273",квартира,465.3,8,24,2013,95:75:3857465:33,274
1610,"ст. Сковородино, ш. Саратовское, д. 5/2, 756900",коммерческое,64.3,8,29,2018,33:23:4244468:43,83
1611,"п. Щелково, алл. Ворошилова, д. 8, 229835",квартира,294.8,6,24,2012,97:87:8347263:39,215
1612,"клх Ставрополь, ш. Нижнее, д. 4 к. 722, 473650",коммерческое,136.7,2,28,2015,32:79:6342564:62,119
1613,"п. Шенкурск, ул. Почтовая, д. 864 стр. 2/5, 278735",коммерческое,380.1,1,16,2019,91:64:7757550:97,118
1614,"клх Беломорск, наб. Смоленская, д. 71 стр. 3/1, 754939",дом,356.1,7,28,2013,40:61:9695251:28,"61,233"
1615,"п. Цимлянск, пер. Степной, д. 6 к. 39, 287835",квартира,200.5,3,3,1971,33:38:6860345:51,"8,187"
1616,"п. Тихорецк, алл. Лазурная, д. 573, 330236",дом,345.8,6,1,1992,79:67:2759945:97,45
1617,"ст. Инта, наб. Металлургов, д. 1, 372033",квартира,371.6,9,21,1972,19:83:3327739:51,292
1618,"к. Брянск, ул. Кедровая, д. 62 к. 207, 558709",коммерческое,478.3,9,19,2018,97:44:4946323:65,234
1619,"к. Екатеринбург, бул. Горького, д. 7, 119925",дом,396.0,1,6,1966,14:52:1568932:87,278
1620,"п. Москва, пер. Парковый, д. 9/2, 350534",коммерческое,424.0,7,24,1982,74:47:3180839:48,118
1621,"д. Советский, наб. Машиностроителей, д. 6, 166328",коммерческое,322.2,2,10,1994,67:90:9515022:68,"173,263"
1622,"с. Кострома, ш. Парижской Коммуны, д. 262, 635200",квартира,191.3,3,8,2019,61:67:7551438:71,"19,226"
1623,"г. Мичуринск, наб. Сенная, д. 959, 856977",квартира,468.3,8,9,1998,19:88:2065035:90,96
1624,"п. Кашира, пр. Железнодорожный, д. 290 стр. 714, 039278",дом,313.0,8,13,2019,29:89:8322660:74,237
1625,"г. Лазаревское, бул. Донской, д. 4/9 к. 868, 185690",квартира,173.7,10,7,2013,14:92:9927838:50,79
1626,"клх Чокурдах, наб. Ушакова, д. 86 к. 18, 727208",дом,328.9,4,12,1956,99:44:1501601:94,1
1627,"с. Елец, алл. Гафури, д. 75 стр. 1, 830830",дом,369.3,6,22,2008,82:14:1513955:96,"185,200"
1628,"д. Шатки, бул. Попова, д. 545 стр. 86, 467490",коммерческое,104.4,6,28,1997,44:42:4062782:77,144
1629,"д. Тольятти, пр. Химиков, д. 2 стр. 8, 164560",квартира,87.4,10,10,1973,91:41:3233012:97,202
1630,"ст. Петушки, наб. Новгородская, д. 880, 920025",дом,399.0,4,28,1974,79:83:2729774:53,295
1631,"к. Качканар, ш. Шаумяна, д. 8/4, 316787",квартира,348.5,6,6,2018,53:71:3984642:53,134
1632,"ст. Пушкин, наб. Запорожская, д. 3/1, 240254",квартира,213.8,10,8,1978,53:77:7208440:23,295
1633,"г. Беслан, наб. Речная, д. 999 к. 89, 738872",квартира,288.8,7,12,1996,13:92:9214663:76,259
1634,"г. Павловский Посад, ул. Краснознаменная, д. 4, 000914",коммерческое,175.7,10,11,2012,97:46:5390715:38,198
1635,"п. Эльтон, пер. Космический, д. 274 к. 7/6, 662897",коммерческое,319.1,9,27,2023,19:24:9073487:86,157
1636,"г. Троицк (Челяб.), ш. Репина, д. 62 стр. 67, 002230",квартира,270.3,6,19,1980,44:14:2443011:56,25
1637,"к. Ачхой Мартан, пр. Семашко, д. 2/3 к. 2, 890418",квартира,176.1,8,4,1991,51:35:2798890:37,158
1638,"к. Братск, пр. Автомобилистов, д. 381 к. 39, 884479",коммерческое,445.3,7,16,2017,22:40:8151289:67,188
1639,"ст. Калязин, ул. Энгельса, д. 77 к. 9, 442022",коммерческое,147.6,3,23,1963,46:21:1590426:55,"24,9"
1640,"к. Уварово, ш. Пирогова, д. 41 стр. 4/8, 450311",коммерческое,274.0,2,23,2017,70:81:2009020:87,197
1641,"с. Оленек, пер. Индустриальный, д. 2 стр. 79, 610471",дом,23.2,6,5,1980,75:77:6843777:61,68
1642,"ст. Челябинск, алл. Островского, д. 3/5 стр. 7/9, 410341",дом,287.6,7,14,1957,51:84:9496643:63,71
1643,"п. Братск, ул. Заозерная, д. 640 стр. 632, 790447",коммерческое,232.3,5,28,1971,27:73:6668862:75,231
1644,"с. Абинск, бул. Прохладный, д. 267 стр. 9, 831031",коммерческое,323.4,10,14,1996,50:88:5832385:32,144
1645,"ст. Охотск, наб. Монтажников, д. 82 к. 8, 074033",коммерческое,457.0,2,26,2004,52:13:3283803:10,156
1646,"к. Южно-Сахалинск, пер. Химиков, д. 493 стр. 536, 264106",дом,198.8,4,19,1979,19:40:3199961:92,"22,80"
1647,"п. Россошь, наб. Астраханская, д. 680 к. 7/4, 010896",дом,53.2,1,11,1993,71:14:9754131:36,"60,167"
1648,"с. Витим, наб. Космическая, д. 1/7, 004748",коммерческое,374.3,2,10,1988,46:76:9804546:88,218
1649,"д. Малгобек, пр. Городской, д. 9 стр. 470, 100770",квартира,259.8,4,14,2007,91:66:5910157:92,252
1650,"с. Кизел, пр. Комарова, д. 4 стр. 80, 117196",квартира,195.8,9,24,1971,57:46:4508968:18,4
1651,"к. Энгельс, алл. Студенческая, д. 5, 155967",коммерческое,280.8,2,24,1967,34:18:3118885:35,89
1652,"п. Кировск (Мурм.), бул. Лермонтова, д. 6/6 стр. 23, 033530",коммерческое,166.3,2,2,1998,11:21:9717283:41,4
1653,"д. Черняховск, алл. Серова, д. 6/4 стр. 2/8, 317394",квартира,117.9,9,15,1994,13:78:3769232:70,251
1654,"к. Терней, бул. Деповский, д. 68 к. 6/4, 768714",коммерческое,238.9,3,29,1994,71:69:6382950:43,45
1655,"к. Чебаркуль, ш. Свободное, д. 7/8, 605581",коммерческое,321.3,8,5,1998,29:83:1548510:51,186
1656,"ст. Моршанск, пер. Кедровый, д. 316 к. 1, 989354",коммерческое,412.0,8,13,2020,40:23:7584982:16,47
1657,"с. Карпинск, пер. Никитина, д. 614 стр. 8, 393427",коммерческое,231.0,2,21,2010,32:18:8669985:97,94
1658,"с. Черкесск, наб. Космонавтов, д. 19, 092600",коммерческое,369.6,10,21,2024,33:13:6466396:33,227
1659,"ст. Вытегра, ш. Горное, д. 256 стр. 2/8, 844981",коммерческое,456.6,4,24,2002,31:22:8165549:51,296
1660,"ст. Киров (Вятка), ул. Казачья, д. 58, 990867",квартира,327.4,4,18,2020,28:40:3794477:51,300
1661,"клх Кежма, ул. Путевая, д. 9, 773655",коммерческое,430.7,9,7,1990,81:49:5475796:63,126
1662,"д. Джубга, ул. Геологическая, д. 70, 186417",коммерческое,377.0,8,8,1970,60:47:5146242:12,238
1663,"клх Ярославль, бул. Главный, д. 723 стр. 2, 936835",дом,297.3,8,20,1964,33:67:8361775:10,134
1664,"ст. Славянск-на-Кубани, наб. Пионерская, д. 42 к. 393, 282671",дом,53.5,1,11,1981,95:86:8860310:77,90
1665,"д. Комсомольск-на-Амуре, пер. Троицкий, д. 3 к. 35, 444843",дом,359.8,6,5,2024,81:76:5077319:26,"58,110"
1666,"д. Гаврилов-Ям, ул. Некрасова, д. 13, 409805",квартира,400.8,7,24,1956,80:34:3906926:14,51
1667,"г. Нальчик, бул. Тельмана, д. 862 к. 1/3, 912046",дом,311.2,8,17,2014,74:82:8354627:54,"136,284"
1668,"п. Гдов, алл. М.Горького, д. 1/4 к. 63, 180295",коммерческое,266.9,3,8,2018,60:17:1678433:35,191
1669,"с. Кинешма, пр. Привольный, д. 8 стр. 6, 924741",квартира,462.8,2,27,2023,83:51:2836783:68,155
1670,"с. Кашхатау, пр. Первомайский, д. 78 к. 75, 611258",квартира,438.6,10,29,1961,12:29:3809849:85,84
1671,"п. Каргополь, ш. Луговое, д. 456, 829248",квартира,165.3,8,9,2015,34:17:4293914:10,13
1672,"п. Златоуст, ул. Дорожников, д. 31, 365485",квартира,121.0,10,16,1961,87:24:3435784:60,241
1673,"г. Солнечногорск, ул. Вишневая, д. 1/9, 287416",коммерческое,92.9,4,6,1965,97:99:8723303:62,78
1674,"д. Руза, бул. Димитрова, д. 2, 955510",квартира,75.3,2,4,1964,58:61:2753311:26,72
1675,"г. Аршан (Бурят.), ул. Лермонтова, д. 3 стр. 36, 003607",коммерческое,366.4,8,5,1993,94:77:8342329:41,"22,62"
1676,"п. Москва, МГУ, алл. Камская, д. 334, 375391",квартира,160.9,4,14,1998,53:36:9995078:11,110
1677,"ст. Уфа, ш. Боровое, д. 7/4, 669687",коммерческое,440.9,5,25,2016,23:29:5731929:32,234
1678,"п. Каргасок, наб. Королева, д. 5, 061664",квартира,399.1,7,21,2017,27:53:1146669:83,146
1679,"г. Усмань, наб. Толстого, д. 215 к. 7/5, 962809",квартира,306.2,7,5,1952,85:34:7152661:54,69
1680,"г. Глазов, ул. Карла Маркса, д. 796 к. 631, 552322",коммерческое,373.3,1,26,1977,95:82:6792145:26,34
1681,"д. Уссурийск, пр. 9 Января, д. 4, 404762",дом,415.3,2,8,2008,25:28:5621484:34,299
1682,"д. Ногинск (Моск.), ш. Загородное, д. 315, 586277",коммерческое,176.8,6,13,1989,26:37:1453692:43,184
1683,"г. Кижи, пр. Томский, д. 530, 880971",квартира,495.2,1,14,1965,56:88:3717134:71,"80,14"
1684,"ст. Миллерово, алл. Проточная, д. 6, 592055",дом,48.9,10,20,1957,66:20:8234702:64,254
1685,"к. Саянск, пер. Целинный, д. 937 к. 50, 762745",квартира,82.4,5,17,1963,53:50:5379891:30,"12,212"
1686,"с. Абакан, пер. 70 лет Октября, д. 1/2 стр. 3, 133689",коммерческое,361.0,5,2,1981,17:25:1282866:88,"4,114"
1687,"г. Токсово, наб. Гафури, д. 2/3, 074611",дом,290.9,8,12,2004,49:89:2088545:57,208
1688,"д. Шадринск, пр. Гвардейский, д. 7, 338788",дом,156.8,3,8,1982,71:23:3296115:42,179
1689,"д. Норильск, бул. М.Горького, д. 484 стр. 7/4, 900737",квартира,41.2,1,25,1965,75:25:1649788:36,2
1690,"ст. Кяхта, пр. Калужский, д. 5 к. 707, 626543",коммерческое,130.3,8,13,1985,21:72:3715801:64,212
1691,"ст. Новокузнецк, ул. Черняховского, д. 643 стр. 99, 907996",квартира,268.1,6,15,1963,28:85:1511403:23,279
1692,"с. Терскол, бул. Минина, д. 7, 678434",квартира,113.8,1,14,2007,23:41:1904008:69,"32,238"
1693,"ст. Касимов, пр. Гражданский, д. 8/7, 350078",квартира,485.0,5,12,2017,45:72:6037133:35,171
1694,"д. Енисейск, алл. Ивановская, д. 5, 336999",коммерческое,114.3,1,19,2005,33:54:9920306:77,"90,59"
1695,"д. Нальчик, ш. Московское, д. 23 стр. 66, 273551",дом,357.6,10,9,2013,13:36:3021593:81,229
1696,"п. Кузнецк, бул. Цветочный, д. 32 стр. 84, 146950",коммерческое,405.8,4,20,2001,30:66:5265122:65,102
1697,"к. Нурлат, бул. Микрорайон, д. 120 к. 2/8, 136445",квартира,189.6,2,17,1980,27:99:8969234:12,"224,77"
1698,"ст. Павловский Посад, ш. Большое, д. 489, 270650",дом,219.1,2,10,1992,90:85:1418312:18,137
1699,"г. Елатьма, ш. Кавказское, д. 60, 446853",дом,302.5,8,4,1982,14:12:5407277:84,26
1700,"к. Нязепетровск, ш. 50 лет Октября, д. 1 к. 46, 607778",квартира,413.9,10,25,1984,83:10:6285611:41,283
1701,"п. Джейрах, пр. Хуторской, д. 146 к. 482, 962690",дом,396.5,1,9,2014,14:85:5993383:92,34
1702,"п. Бирск, пр. Грибоедова, д. 1 стр. 2/8, 670151",коммерческое,274.0,8,21,1978,92:18:4333025:69,"255,203"
1703,"г. Каргополь, ш. Снежное, д. 5 стр. 876, 162183",дом,203.5,9,24,1987,23:62:7408963:22,62
1704,"д. Брянск, пер. Авиационный, д. 3/2 стр. 153, 122600",дом,477.2,8,16,2023,44:41:4914105:32,249
1705,"д. Кировск (Мурм.), пр. 9 Января, д. 3 стр. 1/6, 985788",квартира,121.2,9,22,1987,84:82:2911569:88,224
1706,"д. Долинск, пр. Каштановый, д. 92, 126980",квартира,361.5,5,6,2005,94:27:1441357:37,8
1707,"с. Пятигорск, пер. Шевченко, д. 84 к. 1/7, 647245",дом,413.5,9,28,1971,23:21:7891105:17,264
1708,"с. Кедровый, пер. Вавилова, д. 8 к. 9/9, 070946",квартира,427.8,9,26,1960,40:57:9605960:86,"15,133"
1709,"с. Серпухов, пр. Дальний, д. 99, 284268",дом,452.4,2,3,2006,12:78:9449836:90,300
1710,"д. Домодедово, бул. Кирпичный, д. 5/2 к. 1/1, 371860",коммерческое,263.9,2,18,2001,43:48:9977554:27,149
1711,"клх Пермь, пер. Комсомольский, д. 71 стр. 5/8, 127983",дом,474.5,6,17,2015,39:83:8387907:74,62
1712,"ст. Кузнецк, пер. Ватутина, д. 55, 601991",коммерческое,102.8,1,9,2019,15:63:8957561:50,6
1713,"д. Саранск, бул. Стадионный, д. 1/9, 715207",квартира,424.2,7,19,1960,48:86:7765068:21,48
1714,"клх Белоярский, ш. Февральское, д. 443 к. 9/6, 967246",квартира,265.2,8,22,1984,31:86:8104723:81,44
1715,"к. Бомнак, ул. Советская, д. 270, 850205",коммерческое,381.0,10,22,2011,95:91:1839286:44,"78,238"
1716,"к. Лысьва, пр. Ростовский, д. 39 стр. 310, 599747",квартира,362.4,5,29,1961,84:64:2887319:55,182
1717,"ст. Шатой, наб. Микрорайон, д. 5 к. 35, 942041",коммерческое,328.3,3,16,1986,96:98:4760289:52,254
1718,"г. Нижнекамск, алл. Гончарова, д. 1 стр. 2, 379376",квартира,393.9,8,19,2000,33:47:1757786:87,182
1719,"с. Тында, бул. Достоевского, д. 685, 174905",дом,282.5,5,30,2004,13:44:8601081:75,"145,193"
1720,"д. Тимашевск, наб. Абрикосовая, д. 480, 862405",дом,25.6,9,11,1963,59:28:3681120:55,34
1721,"к. Набережные Челны, пер. Николаева, д. 52, 352791",коммерческое,215.2,9,18,1966,10:74:4724585:44,125
1722,"г. Березники, пер. Попова, д. 784 стр. 9/9, 932135",коммерческое,260.9,10,2,2005,27:43:7630163:71,273
1723,"д. Карталы, ш. Просвещения, д. 94, 022642",дом,308.9,2,14,1952,89:18:2496223:48,270
1724,"клх Данков, наб. Толстого, д. 9, 987819",коммерческое,450.1,4,12,1970,36:62:2811276:39,58
1725,"ст. Лесной (Сверд.), бул. Ореховый, д. 8 к. 7, 429371",квартира,184.0,4,2,1982,51:81:9573888:22,209
1726,"клх Соль-Илецк, ул. Васильковая, д. 2/8, 758045",квартира,193.0,5,25,1988,73:28:5398696:25,12
1727,"с. Светлогорск (Калин.), пер. Толбухина, д. 9/9 к. 8/6, 458474",дом,332.1,4,23,1987,45:13:7985879:61,220
1728,"к. Адлер, пер. Геологический, д. 16, 962751",коммерческое,51.4,9,5,1983,86:78:1701806:79,"241,248"
1729,"с. Красная Поляна, пер. Нагорный, д. 924 стр. 5, 936561",дом,241.6,9,5,1962,44:20:8429806:44,2
1730,"с. Усть-Камчатск, алл. Шахтерская, д. 80 к. 565, 531602",квартира,423.1,10,6,2000,90:58:5446406:79,54
1731,"клх Малая Вишера, алл. Цветочная, д. 37, 186244",коммерческое,406.3,4,23,2024,60:99:8387790:49,276
1732,"с. Калач, ш. Гвардейское, д. 41, 782878",дом,350.6,2,11,1993,85:43:6260591:94,"196,291"
1733,"с. Буйнакск, бул. Победы, д. 9 к. 9, 635654",коммерческое,84.7,10,22,1973,17:97:9015427:56,64
1734,"п. Яр-Сале, бул. Смоленский, д. 3 стр. 928, 690594",коммерческое,41.4,2,3,2010,20:64:2037958:39,196
1735,"п. Уварово, алл. Лунная, д. 1/6 стр. 40, 329887",дом,119.4,6,8,2002,92:26:2677861:75,"276,285"
1736,"п. Ессентуки, алл. Космодемьянской, д. 9/7, 277862",дом,307.8,7,16,1950,16:13:6052169:27,168
1737,"п. Соликамск, пер. Леонова, д. 1/4, 087783",дом,105.9,5,30,1998,58:97:5596482:81,298
1738,"г. Алагир, алл. Курская, д. 64 к. 8, 562327",дом,217.0,6,26,2005,43:30:1240838:49,221
1739,"г. Красноселькуп, алл. Лазо, д. 8 к. 30, 322857",дом,383.0,6,18,1953,83:67:6176130:50,187
1740,"клх Жуковский, ул. Амурская, д. 6 к. 5, 893977",коммерческое,33.9,3,8,1997,43:61:7396488:26,"99,260"
1741,"г. Воркута, пр. Верхний, д. 7 к. 7, 386569",дом,356.3,1,4,2000,90:52:6822087:39,"95,215"
1742,"к. Тольятти, наб. Автомобилистов, д. 4/4 стр. 22, 489558",квартира,430.7,2,6,1969,47:33:8582065:64,"5,218"
1743,"г. Александров, ш. Олега Кошевого, д. 53 стр. 5, 640760",дом,212.6,6,20,1958,59:13:2739064:20,"245,243"
1744,"г. Верещагино (Перм.), бул. Коммунистический, д. 93, 138716",квартира,198.8,9,27,1982,78:76:7513668:17,52
1745,"п. Новомичуринск, пер. Цветочный, д. 9 к. 108, 533743",квартира,72.0,10,17,2000,71:73:3145003:35,275
1746,"с. Анива, бул. Химиков, д. 3/9, 156596",коммерческое,443.6,6,15,1951,44:67:3263414:62,"89,296"
1747,"клх Черемхово, наб. К.Маркса, д. 6/6 стр. 6, 553629",коммерческое,409.8,2,5,1964,31:16:4420722:77,85
1748,"г. Малгобек, наб. Лунная, д. 683 стр. 35, 207882",дом,129.4,6,23,1999,78:16:8737723:80,246
1749,"клх Мичуринск, ш. Ленинградское, д. 51, 744520",дом,492.0,9,6,1989,26:25:4901721:74,87
1750,"ст. Двинской, бул. Добролюбова, д. 8 к. 90, 403532",дом,402.5,5,2,1954,96:64:5269208:49,130
1751,"клх Лодейное Поле, ул. Ангарская, д. 46 к. 1, 121805",коммерческое,244.3,3,28,1975,19:24:3347865:34,147
1752,"с. Холмск, пер. Транспортный, д. 547 к. 323, 460189",дом,389.5,10,25,2012,97:89:2423828:67,230
1753,"п. Махачкала, бул. Лесозаводский, д. 9 стр. 8, 339962",квартира,136.6,5,21,1971,72:31:1515146:34,204
1754,"д. Пушкин, алл. Журавлева, д. 34, 120291",дом,348.8,2,29,2010,55:11:2019689:18,"285,276"
1755,"п. Аша, наб. Маяковского, д. 929, 888196",квартира,416.8,5,11,1974,14:59:4851116:51,199
1756,"ст. Новочеркасск, алл. Огородная, д. 199, 133568",квартира,148.0,4,11,1979,49:11:1600018:99,258
1757,"с. Екатеринбург, ш. Автомобилистов, д. 8/1, 171038",коммерческое,53.2,7,15,2010,74:46:9626652:18,54
1758,"д. Сосьва (Хант.), ул. Ломоносова, д. 413 к. 40, 495607",дом,142.0,6,9,1983,64:16:9921066:36,"177,89"
1759,"д. Сорочинск, наб. Майская, д. 8/6 к. 85, 316316",дом,309.3,4,15,2020,23:11:6377073:40,"186,34"
1760,"клх Талдом, пер. Магистральный, д. 805 стр. 739, 066700",квартира,277.6,9,17,1982,78:59:8140130:85,64
1761,"с. Шарья, пр. Высоковольтный, д. 43 к. 1/1, 158009",коммерческое,307.4,5,11,2011,84:99:3228767:71,80
1762,"к. Батайск, пр. Ивановский, д. 42 стр. 4, 658744",коммерческое,86.0,7,8,1954,21:86:7397798:42,231
1763,"п. Снежногорск (Мурм.), пер. Садовый, д. 3/3 к. 9, 585455",квартира,419.2,4,19,2007,30:76:4950461:40,68
1764,"д. Галич, пр. Железнодорожный, д. 94 стр. 73, 883873",квартира,488.4,9,16,1953,60:30:4524729:32,53
1765,"п. Комсомольск-на-Амуре, ул. Спортивная, д. 4 стр. 5/8, 846648",квартира,361.6,9,30,1977,31:28:3032166:15,264
1766,"клх Курган, пр. Камский, д. 2/3, 631755",квартира,104.3,1,1,1958,98:76:7474995:69,"8,95"
1767,"с. Петропавловск-Камчатский, ул. Троицкая, д. 9, 081144",квартира,456.8,9,27,2021,96:71:7479928:25,59
1768,"с. Избербаш, ул. Труда, д. 26 стр. 768, 146036",дом,110.9,7,26,1961,46:17:4946534:80,43
1769,"д. Шилка, пр. Рабочий, д. 6, 465426",коммерческое,137.1,2,19,2015,16:71:5636611:63,164
1770,"д. Краснотурьинск, пр. Микрорайон, д. 440, 454595",коммерческое,86.4,6,10,2002,85:50:2638431:14,282
1771,"г. Алдан, ул. Дальняя, д. 396, 723869",дом,420.9,7,30,1973,10:57:5679965:52,9
1772,"клх Гремячинск (Перм.), ул. 9 Января, д. 96 стр. 68, 957093",квартира,179.1,1,14,2005,95:59:8081357:44,"195,225"
1773,"ст. Шенкурск, ул. Плеханова, д. 1 стр. 713, 034848",коммерческое,208.6,6,10,1961,21:38:5734405:10,7
1774,"ст. Соль-Илецк, ул. Пионерская, д. 3/8 к. 6, 429544",квартира,211.4,10,9,2010,15:76:1252403:57,"278,166"
1775,"д. Мытищи, алл. Промышленная, д. 6/7 к. 67, 800161",дом,221.5,4,10,2020,28:58:9963996:82,100
1776,"к. Мелеуз, пер. Балтийский, д. 3 к. 25, 383264",квартира,206.4,8,26,1951,77:39:8272068:81,208
1777,"клх Баргузин, ул. 9 Января, д. 278, 945761",квартира,246.8,8,26,1959,56:13:7224275:85,290
1778,"ст. Курумкан, наб. Детская, д. 442 стр. 6, 833728",дом,425.1,10,15,1998,12:98:4971964:26,186
1779,"ст. Плес, пр. Свободный, д. 30 стр. 6/7, 771158",квартира,227.2,6,15,2016,83:81:4133513:58,45
1780,"ст. Туапсе, ул. Литейная, д. 207 к. 261, 644611",коммерческое,430.3,10,12,1967,19:69:7060046:52,41
1781,"ст. Чебаркуль, наб. Лермонтова, д. 84 к. 98, 237748",дом,253.6,5,23,1961,95:27:9191941:47,61
1782,"г. Белый Яр (Томск.), пер. Киевский, д. 45 к. 25, 180822",квартира,66.4,9,5,1985,21:87:7758079:27,95
1783,"д. Черняховск, пер. Глинки, д. 7/1, 865383",квартира,87.6,8,11,2015,85:19:8537652:16,91
1784,"г. Поярково, пр. Запрудный, д. 400 к. 1/1, 037808",дом,459.8,2,27,2020,54:97:5926603:57,"136,188"
1785,"ст. Челюскин, алл. Подгорная, д. 1/9, 484926",дом,228.9,9,5,1950,83:28:3119441:56,24
1786,"д. Саранск, бул. Смоленский, д. 6/1 к. 5/5, 657267",коммерческое,295.8,1,3,2001,38:53:7878805:45,1
1787,"клх Кыштым, ш. Приморское, д. 579, 795003",квартира,417.1,5,28,2010,32:74:3733931:81,"236,88"
1788,"ст. Дагомыс, ул. Производственная, д. 3/7, 032645",квартира,48.0,8,17,2016,33:30:5392569:67,144
1789,"с. Кизилюрт, ул. Спортивная, д. 5/1, 351685",дом,54.8,9,30,1997,10:71:2105804:17,70
1790,"к. Смирных, бул. Серафимовича, д. 2 к. 95, 799005",коммерческое,355.0,1,3,1964,83:57:1017208:88,288
1791,"клх Подольск, алл. Каштановая, д. 77 стр. 53, 285628",квартира,490.9,2,11,1973,64:20:1731815:56,238
1792,"п. Кемерово, бул. Смоленский, д. 45 к. 403, 008942",квартира,414.0,3,7,1955,14:69:2189171:65,226
1793,"г. Карабулак, пр. Заречный, д. 4 стр. 43, 883845",квартира,479.4,5,29,1961,74:83:6238826:81,8
1794,"п. Новосибирск, пр. Первомайский, д. 8 стр. 27, 176968",квартира,409.1,3,26,2022,76:69:7932418:85,151
1795,"к. Нязепетровск, наб. Дзержинского, д. 3 стр. 957, 792640",дом,185.4,10,9,1985,70:24:7936029:21,110
1796,"клх Долинск, ш. Курчатова, д. 79 стр. 4, 288390",дом,117.0,5,26,2018,20:37:2186539:14,"264,73"
1797,"д. Шереметьево, бул. Тамбовский, д. 61 к. 232, 965510",квартира,188.9,9,22,2001,38:97:4073181:18,24
1798,"г. Пенза, пр. Черемушки, д. 467 к. 8, 714998",квартира,486.0,6,15,1982,77:40:6660550:29,152
1799,"п. Устюжна, наб. Родниковая, д. 638 стр. 34, 622155",дом,433.8,9,14,1954,64:67:4250688:85,31
1800,"клх Саратов, алл. Зои Космодемьянской, д. 59 к. 5, 389554",дом,466.9,9,7,2020,48:32:6333803:39,129
1801,"с. Нурлат, ул. Чайкиной, д. 487, 021027",дом,459.2,9,2,1992,52:16:8474519:66,153
1802,"клх Октябрьский (Башк.), бул. Славянский, д. 7, 322348",дом,235.5,6,12,1960,56:60:3675223:36,"26,202"
1803,"д. Катайск, ул. Кузнецова, д. 1/2 стр. 109, 886607",коммерческое,36.3,6,29,1991,23:15:9277618:90,5
1804,"с. Миллерово, ш. Никитина, д. 97 к. 6, 176090",коммерческое,495.3,2,29,1979,22:20:2679685:69,15
1805,"г. Псков, ш. Нефтяников, д. 604 к. 4/5, 694473",квартира,308.5,1,5,1992,47:66:7527429:16,199
1806,"ст. Усть-Баргузин, бул. 40 лет Победы, д. 18, 665183",квартира,324.2,7,23,1997,39:50:5497120:99,91
1807,"клх Североморск, ул. Р.Люксембург, д. 57 к. 64, 968593",квартира,340.1,3,15,1990,82:55:1998597:11,"91,1"
1808,"п. Муравленко, алл. Ставропольская, д. 789, 692434",коммерческое,461.1,2,11,1964,53:37:4071787:54,214
1809,"к. Тура, пер. Ворошилова, д. 31 к. 156, 871088",коммерческое,447.5,6,2,2006,46:15:9259636:22,"133,226"
1810,"к. Минеральные Воды, пер. Ленина, д. 7/1 к. 1, 764747",квартира,242.6,9,2,1995,85:96:7143103:92,98
1811,"клх Ведено, ул. Производственная, д. 61 к. 739, 586819",коммерческое,380.5,2,2,1951,60:46:4627767:48,119
1812,"ст. Махачкала, наб. Черноморская, д. 63, 866013",квартира,351.2,10,4,1950,45:54:3114877:14,7
1813,"клх Абакан, алл. Титова, д. 4/9, 101245",коммерческое,313.6,5,3,1959,79:48:2573623:38,"220,24"
1814,"д. Видное, пер. Горный, д. 2/5 к. 636, 551919",коммерческое,192.4,4,30,1997,97:82:6712098:28,"173,90"
1815,"д. Самара, пер. Седова, д. 2/8, 804929",квартира,36.0,7,16,2022,83:11:1322484:60,199
1816,"ст. Усть-Ордынский, ш. Нефтяников, д. 771 стр. 429, 213495",квартира,55.4,7,23,2006,71:43:1739687:99,281
1817,"г. Уэлен, ул. Интернациональная, д. 27 к. 8/6, 627480",дом,353.3,3,23,1977,94:34:5848213:49,"246,257"
1818,"г. Борзя, алл. Зои Космодемьянской, д. 40 стр. 669, 657121",квартира,29.8,7,16,2008,58:30:6606514:51,192
1819,"г. Благовещенск (Амур.), ул. Индустриальная, д. 43 стр. 30, 598792",коммерческое,187.0,1,3,2013,37:58:6253006:42,83
1820,"ст. Ейск, ул. Балтийская, д. 7, 096196",квартира,157.2,8,18,1982,33:84:2025898:90,201
1821,"к. Архангельск, алл. Родниковая, д. 420 к. 1/9, 641804",коммерческое,394.0,4,26,1978,49:52:2598011:18,294
1822,"ст. Баксан, бул. Фабричный, д. 2/5 стр. 583, 954495",коммерческое,39.1,7,27,1955,55:41:1094264:91,17
1823,"г. Чита, ш. Буденного, д. 862 стр. 6, 698398",коммерческое,458.5,9,9,1981,11:29:2957033:21,277
1824,"с. Красноярск, пер. Бульварный, д. 142, 957762",квартира,401.4,10,30,1950,46:96:6612175:68,228
1825,"клх Ямбург, наб. Смирнова, д. 7/2 стр. 4, 164728",коммерческое,399.2,9,15,1991,82:33:2471812:31,289
1826,"с. Магадан, бул. Менделеева, д. 1 стр. 36, 611662",дом,100.4,1,8,1980,63:95:4006157:11,217
