property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
1598,"п. Андреаполь, алл. Коммунаров, д. 3/9 стр. 7, 363163",Коммерческое,179.7,5,20,1974,32:34:213618:190,"[{""owner_id"": 128, ""share"": 0.55}, {""owner_id"": 76, ""share"": 0.17}, {""owner_id"": 170, ""share"": 0.28}]"
1599,"ст. Усть-Камчатск, пр. Дачный, д. 772 к. 18, 364908",Дом,92.8,5,2,2002,89:99:124076:572,"[{""owner_id"": 115, ""share"": 0.72}, {""owner_id"": 151, ""share"": 0.28}]"
1600,"к. Холмогоры, бул. Революционный, д. 4/5, 031016",Коммерческое,41.2,4,1,2006,32:37:424536:576,"[{""owner_id"": 204, ""share"": 1.0}]"
1601,"ст. Оймякон, алл. Средняя, д. 6 к. 5, 408579",Дом,137.0,5,5,2021,12:46:968235:4,"[{""owner_id"": 117, ""share"": 0.36}, {""owner_id"": 267, ""share"": 0.39}, {""owner_id"": 113, ""share"": 0.25}]"
1602,"п. Цимлянск, ул. Крайняя, д. 984 к. 2/1, 600260",Коммерческое,121.9,4,11,1953,80:28:525964:605,"[{""owner_id"": 209, ""share"": 0.89}, {""owner_id"": 61, ""share"": 0.11}]"
1603,"д. Анапа, ул. Щербакова, д. 6 стр. 28, 244106",Дом,36.8,5,13,2023,58:54:526691:646,"[{""owner_id"": 279, ""share"": 0.45}, {""owner_id"": 76, ""share"": 0.55}]"
1604,"д. Урюпинск, наб. Чайкиной, д. 22 к. 6/1, 423893",Квартира,121.1,4,4,1968,34:77:428932:586,"[{""owner_id"": 111, ""share"": 1.0}]"
1605,"клх Красноселькуп, пр. Магистральный, д. 307, 023050",Дом,171.8,3,13,2019,29:40:716155:816,"[{""owner_id"": 62, ""share"": 1.0}]"
1606,"с. Витим, пер. Лазо, д. 43 к. 571, 955412",Квартира,173.8,2,16,1978,10:10:800151:873,"[{""owner_id"": 261, ""share"": 0.6}, {""owner_id"": 140, ""share"": 0.4}]"
1607,"ст. Чегем, алл. Садовая, д. 98, 520895",Дом,31.3,1,4,1999,74:35:178702:84,"[{""owner_id"": 201, ""share"": 1.0}]"
1608,"ст. Сарапул, пер. Школьный, д. 726 к. 15, 073249",Квартира,28.6,1,13,2017,17:88:779776:286,"[{""owner_id"": 172, ""share"": 1.0}]"
1609,"д. Магнитогорск, ул. Лазурная, д. 15, 749623",Коммерческое,77.9,4,14,1972,90:76:305415:893,"[{""owner_id"": 38, ""share"": 1.0}]"
1610,"к. Барнаул, ш. Инженерное, д. 7/6 стр. 4, 285803",Коммерческое,94.0,2,2,1997,38:91:393391:277,"[{""owner_id"": 227, ""share"": 1.0}]"
1611,"д. Приморско-Ахтарск, наб. Гаражная, д. 9 стр. 4/3, 850504",Дом,99.7,3,13,1970,17:67:246518:744,"[{""owner_id"": 254, ""share"": 1.0}]"
1612,"к. Чермоз, ш. Островского, д. 482, 721090",Коммерческое,43.4,2,12,1952,81:21:882094:894,"[{""owner_id"": 211, ""share"": 1.0}]"
1613,"к. Красноуфимск, пер. Инженерный, д. 217 к. 5/1, 345688",Дом,186.2,2,19,1958,43:12:516577:960,"[{""owner_id"": 243, ""share"": 1.0}]"
1614,"к. Суздаль, пр. Кирова, д. 7, 607236",Дом,32.1,2,7,1975,68:39:193519:960,"[{""owner_id"": 274, ""share"": 1.0}]"
1615,"ст. Лянтор, наб. Крайняя, д. 90 к. 480, 893825",Дом,148.7,2,7,1994,61:23:589887:558,"[{""owner_id"": 161, ""share"": 1.0}]"
1616,"г. Мелеуз, пер. Лазурный, д. 2, 026957",Квартира,142.0,1,20,1970,10:58:218090:225,"[{""owner_id"": 238, ""share"": 0.78}, {""owner_id"": 6, ""share"": 0.12}, {""owner_id"": 105, ""share"": 0.1}]"
1617,"п. Руза, пер. Малиновый, д. 731 к. 86, 752481",Дом,43.8,4,18,2023,54:58:227154:195,"[{""owner_id"": 122, ""share"": 0.88}, {""owner_id"": 263, ""share"": 0.12}]"
1618,"п. Сузун, наб. Депутатская, д. 49 к. 639, 952608",Коммерческое,118.1,3,9,1956,31:84:438713:49,"[{""owner_id"": 39, ""share"": 1.0}]"
1619,"п. Шатура, ш. Семашко, д. 14 стр. 814, 754737",Дом,111.8,1,14,1985,46:16:347996:463,"[{""owner_id"": 203, ""share"": 1.0}]"
1620,"к. Чехов, ул. Марта 8, д. 9/2 стр. 6, 597739",Квартира,91.7,5,4,1968,69:73:799689:526,"[{""owner_id"": 129, ""share"": 1.0}]"
1621,"ст. Архыз, алл. Сплавная, д. 457 стр. 9/2, 804175",Квартира,22.5,2,21,1961,72:85:662292:848,"[{""owner_id"": 96, ""share"": 1.0}]"
1622,"п. Архыз, ш. Алтайское, д. 888 к. 2/7, 658723",Дом,113.5,4,6,2023,79:53:870229:850,"[{""owner_id"": 100, ""share"": 1.0}]"
1623,"к. Братск, ул. Путевая, д. 8, 712657",Квартира,156.4,2,18,1981,24:75:285825:557,"[{""owner_id"": 225, ""share"": 1.0}]"
1624,"д. Добрянка, ш. Пригородное, д. 97 стр. 3, 991960",Дом,25.2,2,19,2007,12:73:923769:720,"[{""owner_id"": 164, ""share"": 1.0}]"
1625,"клх Нижневартовск, пер. Герцена, д. 4 стр. 4/1, 376318",Дом,142.5,1,15,2011,99:17:522218:882,"[{""owner_id"": 220, ""share"": 1.0}]"
1626,"д. Печора, ул. 8-е Марта, д. 569 к. 9, 440004",Квартира,85.7,1,13,2019,28:20:790917:861,"[{""owner_id"": 121, ""share"": 0.72}, {""owner_id"": 208, ""share"": 0.11}, {""owner_id"": 266, ""share"": 0.17}]"
1627,"к. Приморско-Ахтарск, алл. Волочаевская, д. 506, 797296",Коммерческое,82.9,2,3,2000,96:94:483821:16,"[{""owner_id"": 115, ""share"": 1.0}]"
1628,"клх Учалы, бул. Тургенева, д. 3 стр. 4/5, 979925",Коммерческое,67.7,5,5,1959,76:93:907498:960,"[{""owner_id"": 277, ""share"": 0.85}, {""owner_id"": 230, ""share"": 0.15}]"
1629,"клх Каменномостский, пр. Космонавтов, д. 8 к. 9, 837105",Квартира,78.9,4,15,1955,81:85:660211:792,"[{""owner_id"": 293, ""share"": 1.0}]"
1630,"к. Чита, ш. Парижской Коммуны, д. 8/2, 360174",Дом,132.2,5,10,2019,12:30:233037:914,"[{""owner_id"": 121, ""share"": 1.0}]"
1631,"к. Биробиджан, наб. Репина, д. 204, 166775",Коммерческое,127.7,3,17,1987,92:26:412619:904,"[{""owner_id"": 170, ""share"": 0.63}, {""owner_id"": 18, ""share"": 0.19}, {""owner_id"": 118, ""share"": 0.18}]"
1632,"ст. Абакан, ул. Прудовая, д. 8/2 к. 7/4, 064272",Коммерческое,133.3,1,10,1994,67:90:672199:520,"[{""owner_id"": 263, ""share"": 1.0}]"
1633,"п. Тобольск, бул. Сельский, д. 7/8 стр. 3/3, 025431",Коммерческое,137.9,1,12,1972,40:79:521164:459,"[{""owner_id"": 19, ""share"": 1.0}]"
1634,"д. Бомнак, пер. Некрасова, д. 5/8 к. 75, 467820",Коммерческое,158.4,2,1,2007,45:58:918149:80,"[{""owner_id"": 101, ""share"": 1.0}]"
1635,"д. Анива, бул. Олимпийский, д. 6 к. 226, 409731",Коммерческое,47.0,5,19,2005,74:73:853443:866,"[{""owner_id"": 33, ""share"": 0.59}, {""owner_id"": 237, ""share"": 0.2}, {""owner_id"": 254, ""share"": 0.21}]"
1636,"ст. Белоярский, пр. Серова, д. 7/7 стр. 5, 532421",Дом,112.9,2,16,1954,92:78:433713:698,"[{""owner_id"": 67, ""share"": 1.0}]"
1637,"п. Наро-Фоминск, бул. Ольховый, д. 2/8, 581380",Коммерческое,53.5,2,12,1956,99:44:131350:680,"[{""owner_id"": 205, ""share"": 1.0}]"
1638,"п. Казань, алл. Циолковского, д. 9/9, 455526",Коммерческое,79.7,4,19,1954,13:96:230889:172,"[{""owner_id"": 185, ""share"": 0.4}, {""owner_id"": 200, ""share"": 0.6}]"
1639,"г. Артем, ул. Тельмана, д. 8 к. 652, 868744",Квартира,160.1,3,12,1984,42:33:649018:403,"[{""owner_id"": 278, ""share"": 1.0}]"
1640,"ст. Калевала, бул. Блюхера, д. 95 к. 3/7, 560062",Квартира,45.3,5,10,1973,91:41:764743:975,"[{""owner_id"": 202, ""share"": 1.0}]"
1641,"г. Норильск, пр. Волкова, д. 2, 784953",Коммерческое,123.7,3,13,1978,34:79:700408:957,"[{""owner_id"": 273, ""share"": 1.0}]"
1642,"с. Камень-на-Оби, ш. Ударное, д. 9 к. 819, 213461",Квартира,66.9,3,6,2018,53:71:286540:936,"[{""owner_id"": 208, ""share"": 1.0}]"
1643,"клх Октябрьский (Башк.), наб. Учительская, д. 6/4, 224708",Квартира,176.3,2,11,2017,87:97:488027:105,"[{""owner_id"": 200, ""share"": 0.24}, {""owner_id"": 86, ""share"": 0.63}, {""owner_id"": 295, ""share"": 0.13}]"
1644,"г. Куртамыш, бул. Олимпийский, д. 89 стр. 998, 089437",Квартира,120.8,4,12,1996,13:92:613416:532,"[{""owner_id"": 259, ""share"": 1.0}]"
1645,"ст. Дербент, пер. Рябиновый, д. 4/1 к. 680, 580814",Коммерческое,78.4,5,11,2012,97:46:964930:268,"[{""owner_id"": 198, ""share"": 1.0}]"
1646,"п. Липецк, ш. Восточное, д. 1 стр. 705, 586990",Дом,133.1,1,22,2015,83:19:972831:116,"[{""owner_id"": 100, ""share"": 1.0}]"
1647,"ст. Клин, ул. Халтурина, д. 5/7, 212467",Дом,124.8,3,2,1961,56:36:513695:315,"[{""owner_id"": 248, ""share"": 0.26}, {""owner_id"": 85, ""share"": 0.55}, {""owner_id"": 25, ""share"": 0.19}]"
1648,"п. Териберка, алл. Белинского, д. 36, 749884",Дом,39.4,3,7,1963,37:32:483894:635,"[{""owner_id"": 151, ""share"": 1.0}]"
1649,"ст. Змеиногорск, ул. Учительская, д. 233 к. 7, 657166",Коммерческое,37.5,4,15,1990,15:12:750925:273,"[{""owner_id"": 215, ""share"": 0.68}, {""owner_id"": 244, ""share"": 0.32}]"
1650,"ст. Тобольск, ул. Ульяновская, д. 649 стр. 943, 416450",Квартира,159.7,2,15,1999,88:77:227940:713,"[{""owner_id"": 77, ""share"": 0.86}, {""owner_id"": 56, ""share"": 0.05}, {""owner_id"": 146, ""share"": 0.09}]"
1651,"клх Фатеж, алл. Мельничная, д. 13 к. 3/5, 641261",Коммерческое,30.8,2,25,2011,10:44:478521:133,"[{""owner_id"": 243, ""share"": 1.0}]"
1652,"ст. Новый Уренгой, наб. Ломоносова, д. 2/9 к. 458, 408354",Коммерческое,120.4,3,13,1970,27:52:684483:829,"[{""owner_id"": 264, ""share"": 1.0}]"
1653,"клх Соль-Илецк, пер. К.Маркса, д. 192 стр. 7/6, 932596",Коммерческое,111.2,4,18,2006,45:48:275730:142,"[{""owner_id"": 220, ""share"": 0.86}, {""owner_id"": 214, ""share"": 0.05}, {""owner_id"": 30, ""share"": 0.09}]"
1654,"с. Жуковский, алл. Зои Космодемьянской, д. 31, 534183",Коммерческое,80.7,3,18,1993,85:64:481377:816,"[{""owner_id"": 173, ""share"": 1.0}]"
1655,"клх Советский, ш. Спортивное, д. 92 стр. 817, 062945",Дом,192.4,1,3,2004,52:13:242737:955,"[{""owner_id"": 148, ""share"": 0.5}, {""owner_id"": 92, ""share"": 0.5}]"
1656,"клх Орск, ш. Лунное, д. 8 стр. 45, 143910",Дом,87.1,2,19,1979,19:40:237497:659,"[{""owner_id"": 21, ""share"": 0.22}, {""owner_id"": 22, ""share"": 0.78}]"
1657,"п. Горячинск, пр. Войкова, д. 1/7 стр. 8/5, 720110",Квартира,57.5,3,11,2011,14:76:314005:649,"[{""owner_id"": 60, ""share"": 0.79}, {""owner_id"": 167, ""share"": 0.21}]"
1658,"д. Кириши, наб. Лазурная, д. 9/3 стр. 1/2, 779533",Коммерческое,52.8,1,10,1988,46:76:650284:632,"[{""owner_id"": 285, ""share"": 1.0}]"
1659,"п. Мураши, пер. Космический, д. 52, 577727",Квартира,109.9,2,14,2007,91:66:854304:973,"[{""owner_id"": 252, ""share"": 1.0}]"
1660,"к. Светлогорск (Калин.), наб. Сосновая, д. 91 стр. 3, 148460",Квартира,154.4,2,12,2015,31:57:401898:215,"[{""owner_id"": 212, ""share"": 1.0}]"
1661,"п. Тутаев, пер. Димитрова, д. 9/9, 204759",Коммерческое,165.4,1,24,1967,34:18:232430:205,"[{""owner_id"": 36, ""share"": 0.74}, {""owner_id"": 270, ""share"": 0.11}, {""owner_id"": 112, ""share"": 0.15}]"
1662,"клх Теберда, наб. Волкова, д. 1/7 стр. 39, 320254",Коммерческое,74.9,1,2,1998,11:21:644830:251,"[{""owner_id"": 4, ""share"": 1.0}]"
1663,"ст. Пятигорск, бул. Монтажников, д. 7 стр. 8/9, 898636",Квартира,56.7,5,15,1994,13:78:273077:786,"[{""owner_id"": 251, ""share"": 1.0}]"
1664,"ст. Хужир, пер. Ленина, д. 3 к. 618, 235019",Коммерческое,35.7,4,6,1973,54:71:586813:329,"[{""owner_id"": 266, ""share"": 1.0}]"
1665,"п. Тавда, пер. Челюскинцев, д. 46 к. 6/5, 791782",Коммерческое,133.0,4,5,1998,29:83:134281:334,"[{""owner_id"": 186, ""share"": 1.0}]"
1666,"г. Усть-Джегута, бул. Волжский, д. 501 стр. 78, 906251",Коммерческое,167.0,4,13,2020,40:23:511561:55,"[{""owner_id"": 47, ""share"": 1.0}]"
1667,"к. Черский, ул. Прудная, д. 896 к. 108, 458724",Коммерческое,99.1,1,21,2010,32:18:579374:704,"[{""owner_id"": 94, ""share"": 1.0}]"
1668,"с. Магадан, бул. Льва Толстого, д. 6/3 стр. 9, 051719",Коммерческое,151.1,5,21,2024,33:13:441649:187,"[{""owner_id"": 227, ""share"": 1.0}]"
1669,"клх Надым, алл. Тамбовская, д. 4, 536757",Коммерческое,183.7,2,24,2002,31:22:868401:438,"[{""owner_id"": 296, ""share"": 1.0}]"
1670,"с. Катав-Ивановск, бул. Мельничный, д. 6/9 к. 6/1, 104979",Квартира,119.6,2,8,1971,51:93:481359:720,"[{""owner_id"": 300, ""share"": 0.61}, {""owner_id"": 39, ""share"": 0.39}]"
1671,"г. Советский, ул. Саратовская, д. 161 к. 5/7, 697472",Дом,95.2,4,24,2009,73:38:269409:828,"[{""owner_id"": 296, ""share"": 0.36}, {""owner_id"": 277, ""share"": 0.51}, {""owner_id"": 105, ""share"": 0.13}]"
1672,"г. Зеленоград, ш. Угловое, д. 7 к. 9/4, 325369",Квартира,122.8,3,9,2023,73:88:850246:743,"[{""owner_id"": 127, ""share"": 1.0}]"
1673,"к. Мурманск, пр. Воровского, д. 4/6 стр. 278, 728394",Коммерческое,168.5,5,15,1950,33:83:282798:451,"[{""owner_id"": 229, ""share"": 1.0}]"
1674,"к. Пушкин, бул. Мостовой, д. 26 стр. 4, 319627",Дом,64.4,5,15,2017,73:24:324643:503,"[{""owner_id"": 29, ""share"": 1.0}]"
1675,"клх Макушино, алл. Партизанская, д. 2 к. 7, 300636",Коммерческое,190.2,5,8,1966,29:13:951780:692,"[{""owner_id"": 168, ""share"": 0.56}, {""owner_id"": 71, ""share"": 0.44}]"
1676,"ст. Белореченск, бул. Сибирский, д. 5/1 к. 9/8, 481135",Дом,151.3,1,18,1974,32:14:146625:272,"[{""owner_id"": 51, ""share"": 0.73}, {""owner_id"": 69, ""share"": 0.27}]"
1677,"клх Яхрома, бул. Лазурный, д. 6/3 стр. 3/6, 777055",Коммерческое,175.5,4,12,1976,98:57:799764:527,"[{""owner_id"": 251, ""share"": 0.51}, {""owner_id"": 239, ""share"": 0.49}]"
1678,"с. Верхний Уфалей, бул. Серова, д. 954, 700293",Коммерческое,116.3,1,25,1955,35:12:391640:310,"[{""owner_id"": 122, ""share"": 1.0}]"
1679,"п. Губкин, пер. Омский, д. 5/7 к. 421, 884157",Коммерческое,34.8,5,19,1991,24:68:169634:356,"[{""owner_id"": 199, ""share"": 1.0}]"
1680,"клх Двинской, пер. Профсоюзный, д. 3 стр. 2, 617655",Коммерческое,181.7,1,1,1969,92:83:275615:798,"[{""owner_id"": 84, ""share"": 0.8}, {""owner_id"": 108, ""share"": 0.2}]"
1681,"п. Нягань, алл. Энергетиков, д. 1/7 к. 30, 829335",Коммерческое,176.2,5,7,1957,88:35:105151:591,"[{""owner_id"": 179, ""share"": 0.34}, {""owner_id"": 13, ""share"": 0.32}, {""owner_id"": 48, ""share"": 0.34}]"
1682,"д. Элиста, ул. Грибоедова, д. 75 к. 8, 684746",Квартира,57.9,5,16,1961,87:24:252236:408,"[{""owner_id"": 241, ""share"": 1.0}]"
1683,"к. Асбест, бул. Короткий, д. 11 к. 185, 875645",Коммерческое,47.3,2,6,1965,97:99:582706:420,"[{""owner_id"": 78, ""share"": 1.0}]"
1684,"д. Вытегра, ул. Суворова, д. 910 стр. 8/8, 476193",Квартира,40.7,1,4,1964,58:61:209581:133,"[{""owner_id"": 72, ""share"": 1.0}]"
1685,"с. Калязин, ш. Калинина, д. 6/4 к. 53, 749633",Коммерческое,153.7,5,25,2006,41:35:753235:765,"[{""owner_id"": 22, ""share"": 0.46}, {""owner_id"": 62, ""share"": 0.35}, {""owner_id"": 17, ""share"": 0.19}]"
1686,"п. Руза, пер. Донской, д. 350, 743873",Дом,88.5,2,18,1951,94:32:577462:667,"[{""owner_id"": 19, ""share"": 0.56}, {""owner_id"": 151, ""share"": 0.44}]"
1687,"г. Мостовской, ул. Малиновая, д. 550, 260979",Дом,51.7,1,10,1952,81:97:513960:641,"[{""owner_id"": 155, ""share"": 0.18}, {""owner_id"": 267, ""share"": 0.82}]"
1688,"д. Буденновск, наб. Станиславского, д. 4/7 к. 1/9, 919817",Квартира,123.8,3,5,1969,86:46:493820:132,"[{""owner_id"": 173, ""share"": 1.0}]"
1689,"клх Кирово-Чепецк, пр. Радищева, д. 89 к. 9, 489557",Коммерческое,172.4,3,24,1998,18:93:101296:825,"[{""owner_id"": 100, ""share"": 1.0}]"
1690,"г. Яхрома, пер. Прудный, д. 5 стр. 2/7, 952574",Квартира,159.7,2,15,1965,28:45:300022:435,"[{""owner_id"": 292, ""share"": 0.72}, {""owner_id"": 177, ""share"": 0.15}, {""owner_id"": 66, ""share"": 0.13}]"
1691,"с. Лабинск, пр. Авиационный, д. 923, 877561",Квартира,58.2,1,9,1959,29:13:247687:494,"[{""owner_id"": 282, ""share"": 0.39}, {""owner_id"": 168, ""share"": 0.23}, {""owner_id"": 277, ""share"": 0.38}]"
1692,"к. Одинцово, пер. Черноморский, д. 12 к. 105, 451736",Коммерческое,109.1,1,6,1957,66:20:552168:437,"[{""owner_id"": 217, ""share"": 0.59}, {""owner_id"": 64, ""share"": 0.2}, {""owner_id"": 186, ""share"": 0.21}]"
1693,"к. Аршан (Бурят.), бул. Ленинградский, д. 54 к. 74, 712393",Квартира,174.8,5,21,1963,53:50:373743:976,"[{""owner_id"": 12, ""share"": 0.28}, {""owner_id"": 212, ""share"": 0.72}]"
1694,"ст. Плесецк, алл. Краснознаменная, д. 4 к. 8, 980962",Дом,25.8,1,4,1952,88:56:525239:980,"[{""owner_id"": 4, ""share"": 0.66}, {""owner_id"": 114, ""share"": 0.34}]"
1695,"д. Печора, пер. Пожарского, д. 6/8, 737630",Дом,96.2,3,20,1958,57:66:718788:694,"[{""owner_id"": 232, ""share"": 1.0}]"
1696,"п. Челябинск, ш. Покровское, д. 7/7 стр. 897, 500445",Квартира,190.2,3,16,1963,27:42:584175:445,"[{""owner_id"": 179, ""share"": 0.33}, {""owner_id"": 191, ""share"": 0.67}]"
1697,"клх Дивногорск, пр. Депутатский, д. 810 стр. 32, 527825",Коммерческое,30.7,1,17,1965,14:36:127939:826,"[{""owner_id"": 23, ""share"": 1.0}]"
1698,"п. Амурск, пер. Свободы, д. 856 к. 817, 398724",Квартира,108.0,4,17,1955,79:11:641958:100,"[{""owner_id"": 212, ""share"": 0.18}, {""owner_id"": 284, ""share"": 0.35}, {""owner_id"": 118, ""share"": 0.47}]"
1699,"клх Чита, пр. Строительный, д. 1 стр. 6/6, 805365",Коммерческое,25.5,1,11,1957,69:20:304981:521,"[{""owner_id"": 188, ""share"": 0.19}, {""owner_id"": 230, ""share"": 0.81}]"
1700,"с. Троицк (Челяб.), ш. Степана Разина, д. 670, 306967",Квартира,64.4,4,23,1979,52:20:150120:833,"[{""owner_id"": 232, ""share"": 1.0}]"
1701,"ст. Губкин, ул. Карла Маркса, д. 9/4 стр. 1/3, 853798",Дом,74.0,4,6,1964,35:13:118276:579,"[{""owner_id"": 185, ""share"": 0.86}, {""owner_id"": 272, ""share"": 0.14}]"
1702,"к. Хужир, наб. Промышленная, д. 27, 306390",Коммерческое,174.7,3,15,2004,64:86:366087:509,"[{""owner_id"": 179, ""share"": 1.0}]"
1703,"г. Подольск, наб. О.Кошевого, д. 96 стр. 367, 866560",Коммерческое,21.0,2,22,1975,87:61:264190:843,"[{""owner_id"": 62, ""share"": 1.0}]"
1704,"с. Обоянь, пер. Декабристов, д. 4/6 к. 2, 577250",Дом,98.6,2,3,1995,84:18:650099:247,"[{""owner_id"": 226, ""share"": 0.77}, {""owner_id"": 131, ""share"": 0.23}]"
1705,"п. Мыс Шмидта, ш. Р.Люксембург, д. 608 стр. 9, 235784",Дом,92.5,4,4,1989,52:90:717940:26,"[{""owner_id"": 244, ""share"": 0.13}, {""owner_id"": 10, ""share"": 0.87}]"
1706,"клх Дудинка, пер. Колхозный, д. 24, 415074",Дом,140.0,1,9,1954,12:93:375454:600,"[{""owner_id"": 60, ""share"": 0.46}, {""owner_id"": 26, ""share"": 0.54}]"
1707,"с. Оленегорск (Якут.), пер. Стадионный, д. 2/2, 566134",Квартира,167.7,5,25,1984,83:10:430350:256,"[{""owner_id"": 283, ""share"": 1.0}]"
1708,"с. Новомичуринск, ул. Дачная, д. 6, 089227",Дом,161.2,1,9,2014,14:85:412086:663,"[{""owner_id"": 34, ""share"": 1.0}]"
1709,"ст. Холмогоры, бул. Почтовый, д. 5/5 стр. 75, 803638",Коммерческое,198.1,2,21,1958,35:69:718992:450,"[{""owner_id"": 255, ""share"": 0.73}, {""owner_id"": 203, ""share"": 0.27}]"
1710,"к. Суздаль, ш. Тракторное, д. 6, 817083",Дом,128.5,3,4,2002,58:22:255650:222,"[{""owner_id"": 213, ""share"": 1.0}]"
1711,"г. Майкоп, бул. Воронежский, д. 5 стр. 7/4, 004539",Дом,106.4,3,8,1979,32:51:558116:188,"[{""owner_id"": 26, ""share"": 1.0}]"
1712,"клх Усть-Джегута, ш. Марта 8, д. 3/6 стр. 740, 709987",Коммерческое,126.4,3,19,2022,24:88:567736:827,"[{""owner_id"": 264, ""share"": 1.0}]"
1713,"с. Алексин, пер. Пограничный, д. 7/9 стр. 430, 691281",Квартира,179.0,2,1,1977,69:16:640615:472,"[{""owner_id"": 136, ""share"": 1.0}]"
1714,"г. Омск, наб. Лесхозная, д. 7/3 к. 8, 125361",Дом,29.9,2,22,1953,90:94:758264:266,"[{""owner_id"": 277, ""share"": 0.18}, {""owner_id"": 88, ""share"": 0.82}]"
1715,"с. Чусовой, пр. Геологов, д. 62 стр. 5/8, 508098",Квартира,62.3,5,19,2015,86:74:917930:599,"[{""owner_id"": 280, ""share"": 1.0}]"
1716,"с. Кирово-Чепецк, алл. Родниковая, д. 8 стр. 560, 614471",Квартира,35.0,4,1,2018,74:90:716192:988,"[{""owner_id"": 76, ""share"": 1.0}]"
1717,"г. Кунгур, ш. Гвардейское, д. 3 к. 5/5, 829694",Квартира,166.8,1,18,2001,43:48:661097:142,"[{""owner_id"": 261, ""share"": 1.0}]"
1718,"г. Хужир, ш. Новосельское, д. 9/1, 987620",Дом,190.4,3,17,2015,39:83:561744:996,"[{""owner_id"": 62, ""share"": 1.0}]"
1719,"с. Котельнич, пр. 40 лет Победы, д. 34 стр. 7/1, 414644",Квартира,117.0,1,1,1983,79:15:539130:486,"[{""owner_id"": 225, ""share"": 1.0}]"
1720,"с. Горячинск, наб. Орловская, д. 3, 556183",Квартира,171.6,4,19,1960,48:86:522816:94,"[{""owner_id"": 48, ""share"": 1.0}]"
1721,"клх Елабуга, алл. Ореховая, д. 255, 954252",Дом,141.4,5,9,1971,86:95:544045:574,"[{""owner_id"": 44, ""share"": 0.51}, {""owner_id"": 81, ""share"": 0.49}]"
1722,"г. Нурлат, пер. Толбухина, д. 984 к. 80, 712633",Дом,139.6,1,9,1955,85:55:340477:731,"[{""owner_id"": 78, ""share"": 0.56}, {""owner_id"": 238, ""share"": 0.34}, {""owner_id"": 201, ""share"": 0.1}]"
1723,"клх Йошкар-Ола, пер. Ульяновский, д. 9/2 стр. 72, 273326",Коммерческое,96.2,3,14,1955,73:80:773528:255,"[{""owner_id"": 46, ""share"": 1.0}]"
1724,"с. Рубцовск, наб. Блюхера, д. 9 к. 794, 749294",Коммерческое,180.9,5,18,1978,52:58:471240:110,"[{""owner_id"": 146, ""share"": 1.0}]"
1725,"ст. Брянск, пр. Восьмого Марта, д. 8, 668490",Коммерческое,140.6,4,6,1987,91:15:734122:949,"[{""owner_id"": 236, ""share"": 0.74}, {""owner_id"": 298, ""share"": 0.26}]"
1726,"с. Ребриха, бул. О.Кошевого, д. 12 к. 71, 317790",Коммерческое,87.7,5,8,1983,88:64:126865:273,"[{""owner_id"": 145, ""share"": 1.0}]"
1727,"к. Байкальск, пер. Черноморский, д. 23, 180166",Квартира,31.7,1,5,2021,53:23:504682:146,"[{""owner_id"": 160, ""share"": 1.0}]"
1728,"п. Красная Поляна, алл. Майская, д. 993 к. 4, 154397",Коммерческое,156.8,4,9,2019,79:26:100359:515,"[{""owner_id"": 183, ""share"": 1.0}]"
1729,"с. Кострома, ш. Дальнее, д. 2 к. 166, 236504",Квартира,130.5,4,5,1983,60:71:258690:771,"[{""owner_id"": 114, ""share"": 0.42}, {""owner_id"": 137, ""share"": 0.36}, {""owner_id"": 274, ""share"": 0.22}]"
1730,"п. Приморско-Ахтарск, алл. Волгоградская, д. 8 стр. 62, 826135",Квартира,96.5,5,3,1961,48:19:324869:850,"[{""owner_id"": 295, ""share"": 1.0}]"
1731,"п. Бодайбо, пер. Малиновый, д. 815, 062981",Дом,139.0,5,21,1970,36:62:213204:239,"[{""owner_id"": 128, ""share"": 1.0}]"
1732,"клх Новгород Великий, ш. Челюскинцев, д. 7/6, 836816",Квартира,81.5,2,2,1982,51:81:635868:97,"[{""owner_id"": 209, ""share"": 1.0}]"
1733,"к. Байкальск, алл. Ермака, д. 90 к. 2/5, 903909",Квартира,84.9,3,25,1988,73:28:374918:128,"[{""owner_id"": 12, ""share"": 1.0}]"
1734,"г. Невьянск, бул. Черняховского, д. 16 стр. 1/3, 748579",Дом,137.1,2,23,1987,45:13:925961:581,"[{""owner_id"": 220, ""share"": 1.0}]"
1735,"п. Звенигород, алл. Пригородная, д. 3 к. 49, 297254",Дом,156.0,4,24,1958,76:26:834207:265,"[{""owner_id"": 33, ""share"": 1.0}]"
1736,"к. Чулым, ш. Новгородское, д. 8 стр. 5, 188645",Коммерческое,133.5,5,18,1950,61:69:973807:565,"[{""owner_id"": 294, ""share"": 1.0}]"
1737,"д. Беломорск, пр. Ангарский, д. 7, 669837",Квартира,99.7,4,17,1963,38:51:752788:190,"[{""owner_id"": 140, ""share"": 1.0}]"
1738,"клх Норильск, ул. Заливная, д. 9 стр. 88, 007709",Коммерческое,164.9,2,23,2024,60:99:748591:563,"[{""owner_id"": 193, ""share"": 0.44}, {""owner_id"": 136, ""share"": 0.34}, {""owner_id"": 280, ""share"": 0.22}]"
1739,"г. Сасово, ул. Сибирская, д. 95, 433315",Дом,122.1,1,11,1993,85:43:428786:823,"[{""owner_id"": 260, ""share"": 1.0}]"
